loan_id,report_date,principal_balance,principal_debt,principal_paid,interest_paid,maintenance_fee_paid
60e6d95a5f910053302edd73ce020424,2024-05-13,846.51,0.0,13.17,13.8,3.15
f1b8d09b4b115a6b00086bcb323a2cab,2023-07-31,3982.93,0.0,53.17,36.66,3.42
07efd175c94d04a9ce9760fe01a7ab9d,2023-04-06,359.2,0.0,353.53,11.83,0.0
07efd175c94d04a9ce9760fe01a7ab9d,2023-05-04,0.0,0.0,359.2,5.77,0.0
c0ead74dbd6a7fa44b67fe4c8aa875c0,2023-06-18,4062.15,0.0,42.26,65.91,0.0
f1b8d09b4b115a6b00086bcb323a2cab,2023-06-01,4088.79,0.0,52.21,31.34,2.85
c0ead74dbd6a7fa44b67fe4c8aa875c0,2023-05-19,4104.41,0.0,41.59,42.17,0.0
f1b8d09b4b115a6b00086bcb323a2cab,2023-09-01,3982.93,0.0,0.0,38.59,3.69
f1b8d09b4b115a6b00086bcb323a2cab,2023-07-01,4036.1,0.0,52.69,37.14,3.42
53620bd9f2a2885a815992c55deb78e4,2024-05-05,322.36,0.0,20.55,5.16,0.0
d3b87747b485d3e0c7557d6834c0b67d,2024-05-02,3653.66,0.0,11.88,58.86,12.61
66a85284c5e65e8530f686ef1270f470,2024-12-14,348.51,0.0,8.14,5.31,1.77
cbaedd02a5bff9eae9ee8553a303ea31,2024-12-14,70.89,0.0,1.5,1.16,0.3
66a85284c5e65e8530f686ef1270f470,2025-01-13,340.25,0.0,8.26,5.19,1.77
cbaedd02a5bff9eae9ee8553a303ea31,2024-11-11,72.39,0.0,1.57,1.11,0.3
cbaedd02a5bff9eae9ee8553a303ea31,2025-01-12,69.26,0.0,1.6,1.14,0.3
cbaedd02a5bff9eae9ee8553a303ea31,2025-01-02,70.86,1.5,0.03,0.0,0.0
66a85284c5e65e8530f686ef1270f470,2024-11-14,356.65,0.0,8.02,5.43,1.77
61c4b28806dd1c4453fba9428d0a67be,2024-12-05,3120.24,0.0,12.97,131.11,25.28
61c4b28806dd1c4453fba9428d0a67be,2025-03-06,3107.33,0.0,12.91,127.41,24.66
61c4b28806dd1c4453fba9428d0a67be,2025-03-20,3107.09,6.41,0.24,0.0,0.0
e2bda8d31eed8c127083e2b7d8ca2a6d,2023-01-23,4136.54,0.0,9.46,66.58,0.0
e2bda8d31eed8c127083e2b7d8ca2a6d,2022-12-25,4146.0,0.0,0.0,66.58,0.0
e2bda8d31eed8c127083e2b7d8ca2a6d,2023-03-16,4136.54,0.0,0.0,7.59,0.0
e3a53f9aa60c37a9f5c75d122d31dd80,2023-09-17,2007.47,0.0,22.17,30.53,0.0
e3a53f9aa60c37a9f5c75d122d31dd80,2023-12-17,1938.95,0.0,23.18,29.51,0.0
e3a53f9aa60c37a9f5c75d122d31dd80,2023-10-19,1984.97,0.0,22.5,30.2,0.0
e3a53f9aa60c37a9f5c75d122d31dd80,2024-01-18,1915.42,0.0,23.53,29.17,0.0
e3a53f9aa60c37a9f5c75d122d31dd80,2023-11-16,1962.13,0.0,22.84,29.86,0.0
fd2b234250e0a139a50f97689dad0df0,2024-04-18,3319.05,0.0,0.0,53.3,10.65
fd2b234250e0a139a50f97689dad0df0,2024-05-22,3319.05,0.0,0.0,53.3,10.65
3d6993447010ded6858ff2818ab28daf,2024-06-09,2928.23,0.0,0.0,95.58,19.46
fd2b234250e0a139a50f97689dad0df0,2024-06-17,3319.05,0.0,0.0,53.3,10.65
708cdaf787f4fad379286823598ada59,2024-08-12,347.45,0.0,5.44,5.58,1.42
c010a66a246d4620bb5f19e3443667a0,2024-06-27,1314.87,0.0,6.21,12.0,1.26
c010a66a246d4620bb5f19e3443667a0,2024-09-26,1307.8,0.0,0.81,24.16,2.57
708cdaf787f4fad379286823598ada59,2024-07-13,352.89,0.0,5.35,5.67,1.42
708cdaf787f4fad379286823598ada59,2024-10-13,336.32,0.0,5.61,5.41,1.42
c010a66a246d4620bb5f19e3443667a0,2024-07-27,1308.61,0.0,6.26,11.94,1.26
708cdaf787f4fad379286823598ada59,2024-09-12,341.93,0.0,5.52,5.5,1.42
441097d4aa431223a03d96126fab09f3,2023-09-14,478.19,0.0,9.53,9.38,1.77
58c8f342a5650a6681b591c6729807f5,2023-12-09,9640.74,0.0,101.41,238.6,35.44
cf27b0941be0f2ffc024e929bd77431c,2024-01-08,7591.84,0.0,0.0,169.93,53.16
441097d4aa431223a03d96126fab09f3,2023-11-13,459.35,0.0,9.51,9.02,1.77
58c8f342a5650a6681b591c6729807f5,2023-12-10,0.0,0.0,9640.74,7.87,1.18
cf27b0941be0f2ffc024e929bd77431c,2023-10-12,7688.98,0.0,96.07,87.13,26.58
cf27b0941be0f2ffc024e929bd77431c,2024-02-08,7591.84,0.0,0.0,0.0,0.29
441097d4aa431223a03d96126fab09f3,2023-10-15,468.86,0.0,9.33,9.2,1.77
441097d4aa431223a03d96126fab09f3,2024-01-13,439.36,0.0,9.87,8.64,1.77
58c8f342a5650a6681b591c6729807f5,2023-10-12,9841.13,0.0,96.62,243.39,35.44
441097d4aa431223a03d96126fab09f3,2023-12-14,449.23,0.0,10.12,8.83,1.77
cf27b0941be0f2ffc024e929bd77431c,2023-11-09,7591.84,0.0,97.14,86.05,26.58
58c8f342a5650a6681b591c6729807f5,2023-11-09,9742.15,0.0,98.98,241.03,35.44
f1b8d09b4b115a6b00086bcb323a2cab,2025-01-24,3810.6,0.0,19.85,34.79,3.45
f1b8d09b4b115a6b00086bcb323a2cab,2025-02-24,3790.57,0.0,20.03,34.61,3.45
c0ead74dbd6a7fa44b67fe4c8aa875c0,2025-02-16,3572.58,3572.58,181.95,0.0,0.0
f1b8d09b4b115a6b00086bcb323a2cab,2025-04-26,3749.97,0.0,20.39,34.25,3.45
3d095f22e05569efdb3110a35e9efbae,2024-06-02,3230.55,0.0,55.4,52.77,12.17
3d095f22e05569efdb3110a35e9efbae,2024-06-07,0.0,0.0,3230.55,22.48,5.27
f41d149f47842aac216c2461d00da625,2024-06-17,2868.98,0.0,49.46,46.18,12.4
45d10fadcdbdcc8c1c0c0240097ec0d7,2024-06-07,185.81,0.0,90.84,4.16,0.0
e3a53f9aa60c37a9f5c75d122d31dd80,2024-06-17,1792.33,0.0,25.36,27.34,0.0
1af3cb63569695ad6fb78baa8cea8790,2025-03-09,565.16,0.0,10.26,8.63,2.48
1af3cb63569695ad6fb78baa8cea8790,2025-04-10,554.74,0.0,10.42,8.47,2.48
1af3cb63569695ad6fb78baa8cea8790,2025-02-07,575.42,0.0,10.11,8.78,2.48
1af3cb63569695ad6fb78baa8cea8790,2025-05-10,544.17,0.0,10.57,8.32,2.48
635c17ea1ce450356a96219620ce902a,2025-01-30,3086.17,0.0,67.75,28.65,3.67
635c17ea1ce450356a96219620ce902a,2025-02-28,3017.8,0.0,68.37,28.03,3.67
50f842f04f345c4135f5cfb225e069bf,2024-07-07,3633.97,0.0,6.28,89.18,12.4
50f842f04f345c4135f5cfb225e069bf,2024-08-11,3626.55,0.0,4.89,89.0,12.4
7d69bf5e1bafeac95a25c217706ad30b,2024-09-09,3652.22,3652.22,30.55,0.0,0.0
1bd93e0595f2ffa38afb1b6651ff677f,2024-08-04,237.33,0.0,8.35,0.97,0.0
50f842f04f345c4135f5cfb225e069bf,2024-09-14,3618.95,0.0,5.7,88.82,12.4
50f842f04f345c4135f5cfb225e069bf,2024-08-26,3624.65,5.7,1.9,0.0,0.0
50f842f04f345c4135f5cfb225e069bf,2024-10-11,3611.16,0.0,6.54,88.63,12.4
1bd93e0595f2ffa38afb1b6651ff677f,2024-09-02,233.05,0.0,4.28,4.8,0.0
50f842f04f345c4135f5cfb225e069bf,2024-09-26,3617.7,6.54,1.25,0.0,0.0
7d69bf5e1bafeac95a25c217706ad30b,2024-07-08,3682.77,3682.77,24.27,0.0,0.0
50f842f04f345c4135f5cfb225e069bf,2024-07-25,3631.44,4.89,2.53,0.0,0.0
1bd93e0595f2ffa38afb1b6651ff677f,2024-10-14,228.7,0.0,4.35,4.98,0.0
700dc0f29d3557bb70d50665fa38a655,2022-12-31,1726.37,0.0,17.96,28.01,0.0
700dc0f29d3557bb70d50665fa38a655,2023-03-02,1689.58,0.0,18.54,27.43,0.0
dad7dc23fe830f9a5a36f66faedb4d6b,2022-12-15,3627.0,0.0,0.0,0.43,0.0
700dc0f29d3557bb70d50665fa38a655,2023-02-02,1708.12,0.0,18.25,27.72,0.0
fd2b234250e0a139a50f97689dad0df0,2023-02-16,3553.65,0.0,36.97,57.66,0.0
fd2b234250e0a139a50f97689dad0df0,2023-03-17,3516.09,0.0,37.56,57.07,0.0
3d6993447010ded6858ff2818ab28daf,2023-03-12,3214.6,0.0,34.34,52.17,0.0
3d6993447010ded6858ff2818ab28daf,2023-01-12,3282.74,0.0,33.26,15.98,0.0
fd2b234250e0a139a50f97689dad0df0,2023-01-16,3590.62,0.0,36.38,60.18,0.0
3d6993447010ded6858ff2818ab28daf,2023-02-10,3248.94,0.0,33.8,52.72,0.0
04f2724cdebed345dde629af6a89f3ba,2023-12-11,6676.53,0.0,15.24,146.66,34.56
04f2724cdebed345dde629af6a89f3ba,2023-11-10,6691.77,0.0,14.91,146.99,34.56
04f2724cdebed345dde629af6a89f3ba,2023-10-12,6706.68,0.0,14.59,147.31,34.56
9dc8e6f9f9941f20a773144c182b45eb,2024-01-06,2773.53,0.0,162.39,47.15,0.0
9dc8e6f9f9941f20a773144c182b45eb,2023-11-02,3095.75,0.0,157.3,52.24,0.0
9dc8e6f9f9941f20a773144c182b45eb,2023-12-03,2935.92,0.0,159.83,49.71,0.0
9dc8e6f9f9941f20a773144c182b45eb,2023-10-05,3253.05,0.0,154.81,54.72,0.0
9dc8e6f9f9941f20a773144c182b45eb,2024-02-02,2608.53,0.0,165.0,44.54,0.0
17e78fda826ad5f1d87891c1703b4846,2023-03-09,102.03,0.0,0.16,2.58,0.37
17e78fda826ad5f1d87891c1703b4846,2023-04-08,101.88,0.0,0.15,2.5,0.35
1af3cb63569695ad6fb78baa8cea8790,2023-08-10,736.27,0.0,7.73,8.92,1.98
17e78fda826ad5f1d87891c1703b4846,2023-04-27,0.0,0.0,101.88,1.58,0.22
1a86c2b07edab28c968ad90a6e40e408,2022-10-24,0.0,0.0,518.0,4.44,0.0
635c17ea1ce450356a96219620ce902a,2023-12-01,3981.19,0.0,59.7,36.7,3.67
910a617bf715f075bf218a8a95eff3e1,2023-12-07,158.75,0.0,5.39,2.74,0.0
635c17ea1ce450356a96219620ce902a,2023-10-30,4040.89,0.0,59.16,37.24,3.67
2abf288a39cbb2f34b5851a253e3ff35,2023-09-16,2891.75,218.55,2.04,0.0,0.0
2abf288a39cbb2f34b5851a253e3ff35,2023-11-16,2446.13,224.79,2.94,0.0,0.0
2abf288a39cbb2f34b5851a253e3ff35,2023-12-16,2215.46,225.5,5.88,0.0,0.0
2abf288a39cbb2f34b5851a253e3ff35,2023-12-18,1989.96,0.0,225.5,35.67,0.0
635c17ea1ce450356a96219620ce902a,2023-12-30,3920.95,0.0,60.24,36.16,3.67
2abf288a39cbb2f34b5851a253e3ff35,2023-09-22,2673.2,0.0,218.55,46.47,0.0
910a617bf715f075bf218a8a95eff3e1,2024-01-04,153.28,0.0,5.47,2.65,0.0
2abf288a39cbb2f34b5851a253e3ff35,2024-01-15,1981.13,226.27,8.83,0.0,0.0
635c17ea1ce450356a96219620ce902a,2023-10-01,4100.05,0.0,58.63,37.77,3.67
635c17ea1ce450356a96219620ce902a,2024-02-01,3860.16,0.0,60.79,35.62,3.67
2abf288a39cbb2f34b5851a253e3ff35,2023-11-18,2221.34,0.0,224.79,39.33,0.0
2abf288a39cbb2f34b5851a253e3ff35,2023-10-28,2449.07,0.0,224.13,42.93,0.0
910a617bf715f075bf218a8a95eff3e1,2023-10-06,169.44,0.0,5.22,2.9,0.0
910a617bf715f075bf218a8a95eff3e1,2024-02-04,147.72,0.0,5.56,2.56,0.39
2abf288a39cbb2f34b5851a253e3ff35,2024-01-23,1754.86,0.0,226.27,31.96,0.0
910a617bf715f075bf218a8a95eff3e1,2023-11-04,164.14,0.0,5.3,2.82,0.0
c583cb8e08c5c2a3c1062e095032576f,2023-08-10,1922.72,0.0,26.49,23.49,7.09
c583cb8e08c5c2a3c1062e095032576f,2023-06-10,1975.38,0.0,25.86,24.11,7.09
c583cb8e08c5c2a3c1062e095032576f,2023-09-10,1895.91,0.0,26.81,23.17,7.09
c583cb8e08c5c2a3c1062e095032576f,2023-07-13,1949.21,0.0,26.17,23.8,7.09
c583cb8e08c5c2a3c1062e095032576f,2023-05-11,2001.24,0.0,25.55,24.42,7.09
c583cb8e08c5c2a3c1062e095032576f,2023-04-10,2026.79,0.0,25.25,24.73,7.09
70f97988728984f785a07ac7f4238501,2024-01-13,3446.94,0.0,51.98,56.19,12.17
70f97988728984f785a07ac7f4238501,2023-11-17,3550.08,0.0,50.35,57.82,8.92
70f97988728984f785a07ac7f4238501,2023-10-07,3600.43,0.0,49.55,58.61,0.0
70f97988728984f785a07ac7f4238501,2023-12-14,3498.92,0.0,51.16,57.01,12.17
6ba9746fdf7814149c48a12f260663b3,2024-04-25,1017.75,1017.75,2.86,0.0,0.0
6ba9746fdf7814149c48a12f260663b3,2024-03-29,1020.61,1020.61,5.0,0.0,0.0
c010a66a246d4620bb5f19e3443667a0,2023-12-25,1401.49,0.0,7.09,12.79,1.26
708cdaf787f4fad379286823598ada59,2023-09-14,402.83,0.0,4.58,6.45,1.42
708cdaf787f4fad379286823598ada59,2024-01-11,383.79,0.0,4.87,6.15,1.42
c010a66a246d4620bb5f19e3443667a0,2023-11-25,1408.58,0.0,7.03,12.86,1.26
c010a66a246d4620bb5f19e3443667a0,2024-01-25,1394.33,0.0,7.16,12.73,1.26
708cdaf787f4fad379286823598ada59,2023-12-14,388.66,0.0,4.8,6.23,1.42
c010a66a246d4620bb5f19e3443667a0,2023-10-27,1415.61,0.0,6.97,12.92,1.26
708cdaf787f4fad379286823598ada59,2023-10-13,398.18,0.0,4.65,6.37,1.42
708cdaf787f4fad379286823598ada59,2023-11-11,393.46,0.0,4.72,6.3,1.42
c010a66a246d4620bb5f19e3443667a0,2023-09-25,1422.58,0.0,6.9,12.98,1.26
6037d57c7d0c65b613835071e17904de,2024-05-31,3785.25,0.0,11.4,60.97,6.09
ca5a0bcc5bba1dd810d5e7e3f34f82c6,2024-06-07,949.58,0.0,10.02,25.83,3.54
d951f1695966e6ed0dd3bdab3db05319,2024-06-02,3581.44,0.0,12.58,57.71,12.17
9dc8e6f9f9941f20a773144c182b45eb,2024-06-06,1921.6,0.0,175.44,33.68,12.17
9dc8e6f9f9941f20a773144c182b45eb,2024-06-03,2097.04,175.44,0.42,0.0,0.0
21794ed61ee4b5a8960e19692ef938d7,2024-06-10,3036.94,0.0,0.0,34.32,12.5
2e0c41b0f5f3b478601ad3e3c69992a5,2024-05-31,3387.7,0.0,52.71,55.25,12.61
4d63e13ee2d246f4e9cf342138bb655f,2025-03-18,3107.65,3107.65,278.58,0.0,0.0
0de72ba60cc5bf70185f15fafc311929,2025-03-17,2290.76,0.0,117.49,36.22,12.47
32eb27a78b911add8c005aed4b441380,2024-06-12,1049.57,0.0,17.97,17.14,3.95
c583cb8e08c5c2a3c1062e095032576f,2024-06-10,1639.63,0.0,29.86,20.12,7.09
ee4f5667d84270bbd185a7407bab2726,2024-07-04,3484.98,0.0,50.95,56.78,12.17
ee4f5667d84270bbd185a7407bab2726,2024-06-02,3535.93,0.0,50.15,57.59,4.87
32eb27a78b911add8c005aed4b441380,2024-06-09,1067.54,17.97,0.03,0.0,0.0
ee4f5667d84270bbd185a7407bab2726,2024-08-02,3433.21,0.0,51.77,55.96,12.17
32eb27a78b911add8c005aed4b441380,2024-07-11,1031.28,0.0,18.29,16.85,3.95
32eb27a78b911add8c005aed4b441380,2024-08-10,1012.7,0.0,18.58,16.56,3.95
cbaedd02a5bff9eae9ee8553a303ea31,2024-08-03,78.85,1.4,0.02,0.0,0.0
cbaedd02a5bff9eae9ee8553a303ea31,2024-09-15,75.62,0.0,1.55,1.4,0.3
cbaedd02a5bff9eae9ee8553a303ea31,2024-08-13,77.45,0.0,1.4,1.27,0.3
cbaedd02a5bff9eae9ee8553a303ea31,2024-07-15,78.87,0.0,1.4,1.29,0.3
cbaedd02a5bff9eae9ee8553a303ea31,2024-08-19,77.17,0.0,0.28,0.0,0.0
cbaedd02a5bff9eae9ee8553a303ea31,2024-10-15,73.96,0.0,1.66,1.13,0.3
fa098fe93db72199f7e8f86a659548b4,2024-07-13,2300.54,0.0,32.54,35.09,0.0
3d095f22e05569efdb3110a35e9efbae,2023-02-23,3975.6,0.0,43.62,64.54,0.0
3d095f22e05569efdb3110a35e9efbae,2022-12-23,4062.15,0.0,42.26,65.91,0.0
3d095f22e05569efdb3110a35e9efbae,2023-01-22,4019.22,0.0,42.93,65.23,0.0
7557d683735a184efdf9443235c38907,2024-11-19,748.89,0.0,5.32,25.08,5.66
7557d683735a184efdf9443235c38907,2024-09-05,756.47,2.26,0.34,0.0,0.0
7557d683735a184efdf9443235c38907,2024-10-03,754.21,0.0,2.26,12.61,2.83
0f8fd6901a53862de3dcd240bc07fee0,2023-02-25,1031.04,0.0,10.83,0.64,3.54
0f8fd6901a53862de3dcd240bc07fee0,2022-12-26,1052.52,0.0,10.48,16.45,3.3
4d63e13ee2d246f4e9cf342138bb655f,2022-12-16,4017.99,0.0,51.83,63.18,0.0
0f8fd6901a53862de3dcd240bc07fee0,2023-02-26,1031.02,0.0,0.02,16.64,0.0
0f8fd6901a53862de3dcd240bc07fee0,2023-01-23,1041.87,0.0,10.65,17.45,3.54
4d63e13ee2d246f4e9cf342138bb655f,2023-01-19,3975.51,0.0,42.48,66.67,0.0
1230211d0a65908840309abb10fab84c,2023-09-02,2554.56,0.0,82.66,42.35,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-06-26,1965.64,0.0,16.1,31.92,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-07-27,1959.58,16.46,6.06,0.0,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-04-27,2009.61,0.0,21.47,32.62,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-05-26,1987.8,0.0,21.81,32.27,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-09-06,1954.12,0.0,5.46,31.72,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-03-25,2031.08,0.0,21.13,32.96,0.0
1230211d0a65908840309abb10fab84c,2023-08-03,2637.22,0.0,41.99,43.02,0.0
5c95b9042728cf8acaf62086235a8eb7,2023-06-25,1981.74,16.1,6.06,0.0,0.0
1230211d0a65908840309abb10fab84c,2023-05-04,2820.3,0.0,127.67,47.34,0.0
1230211d0a65908840309abb10fab84c,2023-06-03,2719.07,0.0,101.23,43.78,0.0
1230211d0a65908840309abb10fab84c,2023-04-02,2947.97,0.0,33.24,47.87,0.0
1230211d0a65908840309abb10fab84c,2023-07-03,2679.21,0.0,39.86,45.15,0.0
04f2724cdebed345dde629af6a89f3ba,2023-07-13,6749.52,0.0,13.67,148.23,34.56
04f2724cdebed345dde629af6a89f3ba,2023-09-11,6721.27,0.0,14.28,147.62,34.56
04f2724cdebed345dde629af6a89f3ba,2023-05-12,6776.57,0.0,13.09,143.85,34.56
04f2724cdebed345dde629af6a89f3ba,2023-04-13,6789.66,0.0,22.25,149.29,34.56
04f2724cdebed345dde629af6a89f3ba,2023-06-11,6763.19,0.0,13.38,148.52,34.56
04f2724cdebed345dde629af6a89f3ba,2023-08-11,6735.55,0.0,13.97,147.93,34.56
2a0e67894c1025514ddf0a83377001c5,2024-02-16,3968.93,0.0,0.0,61.54,0.0
2a0e67894c1025514ddf0a83377001c5,2023-12-15,3968.93,0.0,0.0,0.02,0.0
2a0e67894c1025514ddf0a83377001c5,2024-01-14,3968.93,0.0,0.0,61.68,0.0
2a0e67894c1025514ddf0a83377001c5,2023-12-16,3968.93,0.0,0.0,61.66,0.0
3703d9cdf5775738733db9836c1ba5a5,2023-12-02,3770.79,0.0,42.74,57.36,0.0
2a0e67894c1025514ddf0a83377001c5,2023-09-15,3969.95,0.0,45.0,60.39,0.0
2a0e67894c1025514ddf0a83377001c5,2023-10-16,3968.93,0.0,1.02,0.0,0.0
4d63e13ee2d246f4e9cf342138bb655f,2023-09-14,3832.59,0.0,11.55,117.62,0.0
3703d9cdf5775738733db9836c1ba5a5,2023-11-13,3813.53,0.0,42.11,58.0,0.0
4d63e13ee2d246f4e9cf342138bb655f,2023-09-24,3826.58,5.72,6.01,0.0,0.0
3703d9cdf5775738733db9836c1ba5a5,2023-10-05,3855.64,0.0,41.49,58.62,0.0
2a0e67894c1025514ddf0a83377001c5,2023-11-16,3968.93,0.0,0.0,59.64,0.0
2a0e67894c1025514ddf0a83377001c5,2024-02-15,3968.93,0.0,0.0,0.14,0.0
07efd175c94d04a9ce9760fe01a7ab9d,2023-02-02,1060.71,0.0,342.45,22.53,0.0
07efd175c94d04a9ce9760fe01a7ab9d,2022-12-31,1403.16,0.0,337.04,27.94,0.0
07efd175c94d04a9ce9760fe01a7ab9d,2023-03-12,712.73,0.0,347.98,17.03,0.0
70f97988728984f785a07ac7f4238501,2023-02-22,3975.6,0.0,0.0,2.21,0.0
70f97988728984f785a07ac7f4238501,2023-03-05,3931.28,0.0,44.32,63.84,0.0
70f97988728984f785a07ac7f4238501,2023-01-10,4019.22,0.0,42.93,65.23,0.0
cf51f05380aab2fd0041cb583afaf04f,2022-12-16,1116.94,0.0,11.62,18.12,0.0
70f97988728984f785a07ac7f4238501,2023-02-18,3975.6,0.0,43.62,62.33,0.0
cf51f05380aab2fd0041cb583afaf04f,2023-01-16,1104.04,0.0,12.9,17.94,0.0
925ebaa8dd01c9558ce5ccb173881d78,2024-02-24,0.0,0.0,456.02,5.61,0.0
32eb27a78b911add8c005aed4b441380,2024-03-09,1102.71,0.0,17.16,17.98,3.95
ee4f5667d84270bbd185a7407bab2726,2024-03-02,3698.75,0.0,48.0,60.17,0.0
32eb27a78b911add8c005aed4b441380,2024-04-11,1085.28,0.0,17.43,17.71,3.95
ee4f5667d84270bbd185a7407bab2726,2024-04-04,3635.44,0.0,63.31,59.4,0.0
ee4f5667d84270bbd185a7407bab2726,2023-12-02,3885.9,45.42,0.34,0.0,0.0
925ebaa8dd01c9558ce5ccb173881d78,2024-02-01,456.02,0.0,6.09,7.42,0.0
32eb27a78b911add8c005aed4b441380,2024-02-08,1119.87,0.0,16.89,18.25,3.95
32eb27a78b911add8c005aed4b441380,2024-01-08,1144.96,8.2,8.42,0.0,0.0
925ebaa8dd01c9558ce5ccb173881d78,2023-12-31,462.11,0.0,6.0,7.52,0.0
925ebaa8dd01c9558ce5ccb173881d78,2023-12-01,468.11,0.0,5.9,7.61,0.0
32eb27a78b911add8c005aed4b441380,2023-11-09,1169.74,0.0,16.1,19.04,0.0
32eb27a78b911add8c005aed4b441380,2024-01-09,1136.76,0.0,8.2,18.52,3.95
ee4f5667d84270bbd185a7407bab2726,2023-11-04,3886.24,0.0,45.04,63.13,0.0
ee4f5667d84270bbd185a7407bab2726,2024-01-01,3839.83,45.84,0.65,0.0,0.0
ee4f5667d84270bbd185a7407bab2726,2023-12-07,3840.48,0.0,45.42,62.41,0.0
ee4f5667d84270bbd185a7407bab2726,2024-01-02,3793.99,0.0,45.84,61.67,0.0
ee4f5667d84270bbd185a7407bab2726,2024-02-03,3746.75,0.0,47.24,60.92,0.0
32eb27a78b911add8c005aed4b441380,2023-12-09,1153.38,0.0,16.36,18.78,2.37
1bd93e0595f2ffa38afb1b6651ff677f,2023-02-06,303.73,0.0,3.16,4.93,0.0
50f842f04f345c4135f5cfb225e069bf,2023-01-22,3721.0,0.0,0.0,91.13,12.4
1bd93e0595f2ffa38afb1b6651ff677f,2023-01-07,306.89,0.0,3.11,3.98,0.0
50f842f04f345c4135f5cfb225e069bf,2023-02-25,3721.0,0.0,0.0,91.13,12.4
50f842f04f345c4135f5cfb225e069bf,2022-12-23,3721.0,0.0,0.0,36.45,4.96
bb823d0fe6681cdd1f561c4922e46116,2023-02-02,4011.97,0.0,43.19,71.63,0.0
1bd93e0595f2ffa38afb1b6651ff677f,2023-03-02,300.52,0.0,3.21,4.88,0.0
bb823d0fe6681cdd1f561c4922e46116,2022-12-31,4055.16,0.0,42.27,65.8,0.0
7d69bf5e1bafeac95a25c217706ad30b,2023-02-04,3741.82,0.0,0.0,58.07,0.0
1233a1e4aa385afb4a491f03f20da56c,2023-03-14,1688.26,0.0,12.74,22.22,3.02
7d69bf5e1bafeac95a25c217706ad30b,2023-03-05,3741.82,0.0,0.0,0.01,0.0
7d69bf5e1bafeac95a25c217706ad30b,2023-01-05,3741.82,0.0,203.7,63.36,0.0
7d69bf5e1bafeac95a25c217706ad30b,2023-02-03,3741.82,0.0,0.0,0.01,0.0
ee4f5667d84270bbd185a7407bab2726,2024-05-03,3586.08,0.0,49.36,56.43,0.0
32eb27a78b911add8c005aed4b441380,2024-05-12,1067.57,0.0,16.93,17.43,3.95
32eb27a78b911add8c005aed4b441380,2024-05-10,1084.5,16.93,0.78,0.0,0.0
c583cb8e08c5c2a3c1062e095032576f,2024-05-11,1669.49,0.0,29.5,20.47,7.09
528f035d88813fe1810913c4eafec1eb,2023-09-07,383.9,0.0,23.14,5.08,3.54
528f035d88813fe1810913c4eafec1eb,2023-07-07,439.9,0.0,23.1,2.7,1.53
528f035d88813fe1810913c4eafec1eb,2023-07-29,429.9,0.0,10.0,0.0,0.0
528f035d88813fe1810913c4eafec1eb,2023-08-09,407.04,0.0,22.4,5.46,3.54
528f035d88813fe1810913c4eafec1eb,2023-06-23,463.0,0.0,600.0,0.0,0.0
528f035d88813fe1810913c4eafec1eb,2023-08-06,429.44,22.4,0.46,0.0,0.0
635e488f87aa6e5c8f60ff0bb1ec598a,2023-01-29,4104.41,0.0,41.59,15.54,0.0
635e488f87aa6e5c8f60ff0bb1ec598a,2023-03-02,4062.15,0.0,42.26,65.91,0.0
f41d149f47842aac216c2461d00da625,2022-12-16,3683.38,0.0,37.62,13.73,2.89
f41d149f47842aac216c2461d00da625,2023-01-15,3645.17,0.0,38.21,58.29,12.4
f41d149f47842aac216c2461d00da625,2023-02-16,3574.3,0.0,70.87,57.68,12.4
f41d149f47842aac216c2461d00da625,2023-03-17,3535.22,0.0,39.08,54.68,12.4
441097d4aa431223a03d96126fab09f3,2024-08-15,364.73,0.0,11.28,7.23,1.77
441097d4aa431223a03d96126fab09f3,2024-09-14,353.23,0.0,11.5,7.01,1.77
cf27b0941be0f2ffc024e929bd77431c,2024-07-18,7591.84,0.0,0.0,97.74,30.57
cf27b0941be0f2ffc024e929bd77431c,2024-10-05,7591.84,0.0,0.0,115.5,36.13
441097d4aa431223a03d96126fab09f3,2024-07-15,376.01,0.0,11.07,7.44,1.77
cf27b0941be0f2ffc024e929bd77431c,2024-08-17,7591.84,0.0,0.0,0.73,0.0
441097d4aa431223a03d96126fab09f3,2024-10-17,341.23,0.0,12.0,6.79,1.77
84b6e401d644455f4a300ad50da434b5,2024-10-18,238.33,0.0,21.94,3.92,1.52
84b6e401d644455f4a300ad50da434b5,2025-01-16,180.65,0.0,12.82,0.0,0.0
84b6e401d644455f4a300ad50da434b5,2024-11-15,216.07,0.0,22.26,3.58,1.52
84b6e401d644455f4a300ad50da434b5,2024-12-20,193.47,0.0,22.6,3.25,1.52
48a9c61ce1fee6891301719703bb808e,2024-01-09,3775.09,0.0,63.41,57.75,0.0
ace012716e97690d972bdaab482838c0,2023-11-02,382.75,0.0,39.44,6.35,0.0
cd25fe43629f41a1ab3a5701063c1d07,2024-01-06,4007.54,38.04,0.93,0.0,0.0
cd25fe43629f41a1ab3a5701063c1d07,2024-02-08,3969.09,39.52,0.41,0.0,0.0
